content_id,client_id,rf_score,risk_tier,reason_code,action,seen_in_training,days_since_last_update,impressions_90d,avg_position,ctr
content_a58216cd6937,client_6208ef0f77,0.6710133915263035,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,7604,18.5,0.13
content_c66416641e0c,client_7f2253d7e2,0.6710042218931462,moderate,low_priority,no_action,True,20,2036,13.4,0.05
content_c9565ff9325a,client_7f2253d7e2,0.671000409369529,moderate,low_priority,no_action,True,20,4409,21.9,0.09
content_c867abbe7eb6,client_3fdba35f04,0.6709976882609722,moderate,low_priority,no_action,True,104,21,37.5,0.0
content_788bb3ed96ef,client_a88a7902cb,0.6709956755935849,moderate,low_priority,no_action,True,28,305,29.8,0.0
content_eebf0c818dea,client_4e07408562,0.6709856675790214,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,1139,42.4,0.0
content_311f7c91e190,client_8527a891e2,0.6709856185513111,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,418,7.4,0.0
content_5c9855f71d11,client_3fdba35f04,0.6709844900973497,moderate,low_priority,no_action,True,104,149,12.2,0.67
content_a5081f544640,client_6208ef0f77,0.6709745515064823,moderate,low_priority,no_action,True,20,5085,46.7,0.02
content_33941ec34343,client_3fdba35f04,0.6709724634030874,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,3689,38.1,0.03
content_b17dda364fbf,client_3fdba35f04,0.6709479063338154,moderate,low_priority,no_action,True,26,9256,25.5,0.1
content_165ebdda5195,client_3fdba35f04,0.6709442938721714,moderate,low_priority,no_action,True,19,133,29.4,0.0
content_6d1c35c27ae1,client_8527a891e2,0.67088276481753,moderate,low_priority,no_action,False,104,153,7.2,0.0
content_8c2151cdafa3,client_349c41201b,0.6708788234095576,moderate,low_priority,no_action,True,20,2204,8.7,0.18
content_5331ea9e4409,client_f369cb89fc,0.6708710279129604,moderate,low_priority,no_action,False,20,566,6.8,0.0
content_f2f16a13d6d0,client_19581e27de,0.6708710279129604,moderate,low_priority,no_action,True,20,656,6.8,0.0
content_135be02ebd8f,client_f74efabef1,0.6708710279129604,moderate,low_priority,no_action,True,20,1037,5.8,0.0
content_b5162eb45307,client_19581e27de,0.6708710279129604,moderate,low_priority,no_action,True,20,546,6.2,0.0
content_c9c8ca306e59,client_349c41201b,0.6708710279129604,moderate,low_priority,no_action,True,20,677,5.1,0.0
content_e319408369bd,client_19581e27de,0.6708710279129604,moderate,low_priority,no_action,True,20,551,5.4,0.0
content_603d43d1089d,client_b4944c6ff0,0.6708710279129604,moderate,low_priority,no_action,True,20,632,6.3,0.0
content_0c56e233cc69,client_19581e27de,0.6708673744313915,moderate,low_priority,no_action,True,20,830,4.2,0.12
content_a32f80dbc0d0,client_19581e27de,0.6708633088206377,moderate,low_priority,no_action,True,20,1149,4.5,0.09
content_07e2e331a274,client_19581e27de,0.6708633088206377,moderate,low_priority,no_action,True,20,1092,4.0,0.09
content_39b6f6812582,client_6208ef0f77,0.6708347973333468,moderate,low_priority,no_action,True,20,28972,41.4,0.0
content_e6aeb6995d0c,client_8527a891e2,0.6708334965002847,moderate,low_priority,no_action,False,104,120,6.6,0.0
content_dc9b33355050,client_3fdba35f04,0.6708263470973196,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2242,28.3,0.04
content_654a5ebf6b10,client_6208ef0f77,0.6708236834817011,moderate,low_priority,no_action,True,104,47,20.4,0.0
content_361c9f5487ba,client_3fdba35f04,0.6707956601848234,moderate,low_priority,no_action,True,14,4546,21.1,0.11
content_f9922b5e46b4,client_4e07408562,0.6707876934597815,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,640,37.9,0.31
content_5004abcf4b61,client_f369cb89fc,0.670773104344072,moderate,low_priority,no_action,False,20,113,8.7,0.0
content_c98e2aed873d,client_3fdba35f04,0.6707688280101105,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,852,24.0,0.0
content_67d197d41acd,client_f74efabef1,0.6707575590264951,moderate,low_priority,no_action,True,20,3094,5.8,0.06
content_2ec160d7d49c,client_6208ef0f77,0.6707401477640749,moderate,low_priority,no_action,True,104,290,16.1,0.0
content_8589b3d9e0a8,client_6208ef0f77,0.6707332064064803,moderate,low_priority,no_action,True,20,196,5.2,0.0
content_43cee7a2e67e,client_f369cb89fc,0.6707332064064803,moderate,low_priority,no_action,False,20,295,5.3,0.0
content_207fe9e3ad65,client_f369cb89fc,0.6707332064064803,moderate,low_priority,no_action,False,20,402,6.4,0.0
content_02cb3529a5af,client_d029fa3a95,0.6707332064064803,moderate,low_priority,no_action,True,20,173,5.4,0.0
content_392b231428e2,client_6208ef0f77,0.6707332064064803,moderate,low_priority,no_action,True,20,247,5.3,0.0
content_0f04fa47aeac,client_6208ef0f77,0.6707332064064803,moderate,low_priority,no_action,True,20,403,6.3,0.0
content_27849f79b71f,client_6208ef0f77,0.6707332064064803,moderate,low_priority,no_action,True,20,487,5.1,0.0
content_d10b8ea1be67,client_f369cb89fc,0.6707332064064803,moderate,low_priority,no_action,False,20,247,5.2,0.0
content_a880486984a2,client_7f2253d7e2,0.6707278306737298,moderate,low_priority,no_action,True,20,31051,22.9,0.09
content_07f58a30b883,client_7f2253d7e2,0.6707278306737298,moderate,low_priority,no_action,True,20,37955,23.1,0.08
content_3460f83f024b,client_7f2253d7e2,0.6707137976267847,moderate,low_priority,no_action,True,20,5959,36.6,0.08
content_d528ef29dfc5,client_19581e27de,0.6707092749086828,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,817,9.1,0.12
content_fb0d26618a14,client_a88a7902cb,0.6706878881062934,moderate,low_priority,no_action,True,28,82,30.8,0.0
content_d2ad393a975d,client_6208ef0f77,0.6706809133866712,moderate,low_priority,no_action,True,20,310,8.0,0.0
content_e7a49bc6b4bd,client_bbb965ab0c,0.6706769107420083,moderate,low_priority,no_action,True,20,1230,28.7,0.08
content_3c1d87ccf4e8,client_6208ef0f77,0.6706611659091628,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,484,39.7,0.21
content_eeec737f5df7,client_7f2253d7e2,0.6706605153928759,moderate,low_priority,no_action,True,20,5018,22.8,0.1
content_ca43a6f997ca,client_bbb965ab0c,0.6706597907451141,moderate,low_priority,no_action,True,15,257,26.4,0.0
content_90f354aa255e,client_f369cb89fc,0.6706541151028393,moderate,low_priority,no_action,False,20,141,6.6,0.0
content_eb1b273f2ff4,client_7f2253d7e2,0.6706158797614824,moderate,low_priority,no_action,True,20,1312,5.8,0.15
content_a13913e4736f,client_3fdba35f04,0.6706085203547771,moderate,low_priority,no_action,True,20,1629,14.8,0.25
content_d441e5af9fcf,client_19581e27de,0.6706024007178145,moderate,low_priority,no_action,True,20,2783,3.3,0.14
content_41538bdb1b1e,client_bdd2d3af3a,0.6705966601397501,moderate,low_priority,no_action,False,8,205,7.3,0.0
content_1a6cb171bbc4,client_4e07408562,0.6705958297815678,moderate,low_priority,no_action,False,25,9858,10.9,0.05
content_7dbdac24c5ac,client_f74efabef1,0.6705907997698604,moderate,low_priority,no_action,True,20,109,8.3,0.0
content_b78963b99889,client_6208ef0f77,0.6705906611952628,moderate,low_priority,no_action,True,104,80,19.0,0.0
content_d2bec770d875,client_f369cb89fc,0.6705872738383818,moderate,low_priority,no_action,False,20,113,8.2,0.0
content_2234e76a4c48,client_6208ef0f77,0.6705671289545743,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2548,30.5,0.0
content_c72f6f82adea,client_3fdba35f04,0.6705595589287687,moderate,low_priority,no_action,True,20,7987,6.7,0.25
content_1daa4a437267,client_6208ef0f77,0.6705511183370549,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1718,30.3,0.12
content_074ba6ead17b,client_d029fa3a95,0.67054615685032,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,183,533,48.0,0.0
content_86e273bff457,client_6208ef0f77,0.6705448302201342,moderate,low_priority,no_action,True,20,134,4.6,0.0
content_e8be66dc64da,client_f369cb89fc,0.6705448302201342,moderate,low_priority,no_action,False,20,138,4.6,0.0
content_2d5e278a9b7e,client_a88a7902cb,0.6705369221793235,moderate,low_priority,no_action,True,20,854,28.0,0.0
content_935404160e73,client_6208ef0f77,0.6705343358041873,moderate,low_priority,no_action,True,104,30765,43.0,0.06
content_d6e1bbb4a996,client_d029fa3a95,0.670530723002459,moderate,low_priority,no_action,True,20,4955,3.9,0.0
content_f3b795db44b9,client_8527a891e2,0.6705153319534419,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,393,16.0,0.0
content_7943b231289a,client_8722616204,0.6705109727964554,moderate,low_priority,no_action,True,104,107,8.1,0.0
content_168614ad6c69,client_6208ef0f77,0.6704953076413718,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,6336,32.1,0.02
content_a8d49201f120,client_6208ef0f77,0.6704787695783554,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,14282,17.0,0.15
content_9fdd2f67a97c,client_f74efabef1,0.6704747155259732,moderate,low_priority,no_action,True,20,1494,14.9,0.0
content_7f92ba2acbf7,client_f369cb89fc,0.6704726960769811,moderate,low_priority,no_action,False,20,917,6.2,0.11
content_9d59ea30751a,client_6208ef0f77,0.6704722303980691,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,7984,25.0,0.16
content_57c8a3b6c33c,client_349c41201b,0.6704710661235115,moderate,low_priority,no_action,True,8,345,25.8,0.0
content_5d293f50e6e3,client_6208ef0f77,0.6704635430270789,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,369,12.3,0.0
content_8d36b52de328,client_3fdba35f04,0.67045511294126,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2179,17.7,0.46
content_140665d1185e,client_6208ef0f77,0.6704470317630417,moderate,low_priority,no_action,True,20,2299,7.3,0.13
content_64f14eaed432,client_7f2253d7e2,0.6704389499497064,moderate,low_priority,no_action,True,20,25018,37.3,0.03
content_a247759cb944,client_6208ef0f77,0.6704360754398099,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,11648,33.2,0.03
content_0d50aa2e0d58,client_19581e27de,0.6704298146820109,moderate,low_priority,no_action,True,20,4732,4.7,0.11
content_4c545c8cd9aa,client_f369cb89fc,0.6704220061076503,moderate,low_priority,no_action,False,20,135,5.1,0.0
content_89f02a30a08c,client_6208ef0f77,0.67042174292463,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1465,14.8,0.07
content_14402823d975,client_6208ef0f77,0.6704010731549492,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2770,3.9,0.07
content_2eecc520da26,client_f369cb89fc,0.6703949591262882,moderate,low_priority,no_action,False,20,120,4.3,0.0
content_72dc73e1269a,client_19581e27de,0.6703732098634977,moderate,low_priority,no_action,True,20,1554,4.6,0.13
content_7ad9c69d6c12,client_a88a7902cb,0.6703617831939276,moderate,low_priority,no_action,True,28,173,47.3,0.0
content_2605942dde18,client_6208ef0f77,0.6703423238823066,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1737,5.3,0.0
content_282a02583641,client_434c9b5ae5,0.670336894019493,moderate,low_priority,no_action,False,20,366,16.7,0.0
content_26e7e98c8e41,client_6208ef0f77,0.6703167297261982,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1226,2.9,0.0
content_f374090d7a61,client_a88a7902cb,0.6702894397137753,moderate,low_priority,no_action,True,20,653,21.2,0.0
content_4d881beb02fc,client_a88a7902cb,0.6702894397137753,moderate,low_priority,no_action,True,20,1203,14.9,0.0
content_af7318e0a937,client_a88a7902cb,0.6702894397137753,moderate,low_priority,no_action,True,20,1145,24.0,0.0
content_a62fad543321,client_a88a7902cb,0.6702894397137753,moderate,low_priority,no_action,True,20,839,25.7,0.0
content_ed8d3d6827b7,client_a88a7902cb,0.6702894397137753,moderate,low_priority,no_action,True,20,653,24.3,0.0
content_3daca74773bf,client_6208ef0f77,0.6702881643162232,moderate,low_priority,no_action,True,20,659,8.0,0.15
content_fcfb13df26bf,client_4e07408562,0.6702763540030914,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,662,38.9,0.0
content_803be824e6b4,client_a88a7902cb,0.6702700464517017,moderate,low_priority,no_action,True,28,109,4.8,0.0
content_1bf289b0ad79,client_bbb965ab0c,0.6702367096496898,moderate,low_priority,no_action,True,20,115,39.2,0.0
content_0cf67ec37ab8,client_f74efabef1,0.6702254516095043,moderate,low_priority,no_action,True,8,767,3.0,0.0
content_0d13c6a7b516,client_bbb965ab0c,0.6702136137126457,moderate,low_priority,no_action,True,15,268,15.1,0.0
content_6860fcfd0379,client_7f2253d7e2,0.6701988691177815,moderate,low_priority,no_action,True,20,1997,13.6,0.1
content_07f7cbf34eef,client_f369cb89fc,0.6701981751705433,moderate,low_priority,no_action,False,20,4779,3.4,0.15
content_a715813d75bc,client_f74efabef1,0.6701844782761235,moderate,low_priority,no_action,True,8,4002,7.9,0.05
content_201c5c2257b9,client_bbb965ab0c,0.6701843161655668,moderate,low_priority,no_action,True,20,408,1.5,0.0
content_0f7d472f7ba8,client_7f2253d7e2,0.6701806869751754,moderate,low_priority,no_action,True,20,540,3.0,0.19
content_a928cb66d230,client_f369cb89fc,0.6701698666702832,moderate,low_priority,no_action,False,20,128,4.2,0.0
content_1451d55fa92a,client_a88a7902cb,0.6701346096987806,moderate,low_priority,no_action,True,28,52,11.3,0.0
content_5a10e3c2068b,client_f74efabef1,0.6701243853405017,moderate,low_priority,no_action,True,8,236,6.1,0.0
content_b5e9e6453511,client_f369cb89fc,0.6701159859579063,moderate,low_priority,no_action,False,20,157,6.1,0.0
content_1a8b085d3f40,client_f369cb89fc,0.6701159859579063,moderate,low_priority,no_action,False,20,151,6.3,0.0
content_d81d8c631f61,client_f369cb89fc,0.6701159859579063,moderate,low_priority,no_action,False,20,152,5.2,0.0
content_f435eaf1c930,client_3fdba35f04,0.6701144142558854,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1965,8.3,0.31
content_32b4a4b67d63,client_8722616204,0.6700905399584859,moderate,low_priority,no_action,True,104,72,12.2,0.0
content_76ab1e37b829,client_3fdba35f04,0.670087882871248,moderate,low_priority,no_action,True,14,1686,17.8,0.06
content_4f7da6252d09,client_3fdba35f04,0.670087882871248,moderate,low_priority,no_action,True,14,2217,16.0,0.09
content_53285c7434ac,client_f369cb89fc,0.670082080533616,moderate,low_priority,no_action,False,8,331,2.4,0.0
content_60af78a13fce,client_a88a7902cb,0.6700767787644826,moderate,low_priority,no_action,True,28,75,8.7,0.0
content_b92c1a56a746,client_b4944c6ff0,0.6700757863479666,moderate,low_priority,no_action,True,20,3269,4.9,0.12
content_40d7617aecc1,client_6208ef0f77,0.6700740869115889,moderate,low_priority,no_action,True,20,1843,42.8,0.0
content_c3b817ff27c7,client_6208ef0f77,0.6700689304472973,moderate,low_priority,no_action,True,104,42,23.0,0.0
content_27566da4b2f4,client_3fdba35f04,0.6700667390899422,moderate,low_priority,no_action,True,14,1547,18.2,0.0
content_9d42c1fd7d16,client_7f2253d7e2,0.6700640896984421,moderate,low_priority,no_action,True,20,7144,15.6,0.07
content_e3d855c9f08d,client_6208ef0f77,0.6700336944178439,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,3005,38.7,0.23
content_caacd384a89e,client_3fdba35f04,0.6700284789816675,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,736,18.7,0.14
content_bb82ff64c917,client_8527a891e2,0.6700212795308015,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,594,25.3,0.0
content_f32a734ac6f5,client_6208ef0f77,0.6700111483204897,moderate,low_priority,no_action,True,8,1760,43.4,0.0
content_67e739541948,client_a88a7902cb,0.6700103098227292,moderate,low_priority,no_action,True,20,1520,17.1,0.0
content_cb2102b0682d,client_6208ef0f77,0.6700006170577947,moderate,low_priority,no_action,True,104,74,16.7,0.0
content_6d5d1735f1f6,client_3fdba35f04,0.6699999805879727,moderate,low_priority,no_action,True,19,789,30.5,0.0
content_2cc89aac243b,client_19581e27de,0.6699800319175926,moderate,low_priority,no_action,True,20,2432,6.8,0.04
content_1e130526f220,client_7f2253d7e2,0.6699712853424244,moderate,low_priority,no_action,True,20,3738,4.7,0.05
content_b1d57c876903,client_a88a7902cb,0.6699630470104115,moderate,low_priority,no_action,True,28,195,47.3,0.0
content_ad422b9c8870,client_7f2253d7e2,0.6699481816059358,moderate,low_priority,no_action,True,20,867,27.3,0.23
content_c149dfab5d24,client_f369cb89fc,0.6699443656012698,moderate,low_priority,no_action,False,20,2346,7.3,0.13
content_8084b6bed4f2,client_349c41201b,0.6699402999905161,moderate,low_priority,no_action,True,20,2093,6.1,0.1
content_30c123cdca3e,client_19581e27de,0.6699402999905161,moderate,low_priority,no_action,True,20,2306,5.3,0.09
content_21db40411fd7,client_6208ef0f77,0.6699400308341441,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,8143,16.4,0.14
content_df02ea696dda,client_7f2253d7e2,0.6699124621237319,moderate,low_priority,no_action,True,20,3944,8.1,0.18
content_6cf4ef1b40ba,client_a88a7902cb,0.6699034059501698,moderate,low_priority,no_action,True,28,102,33.8,0.0
content_245531f14938,client_19581e27de,0.6698991243223299,moderate,low_priority,no_action,True,20,7382,10.0,0.01
content_af33d56338a4,client_19581e27de,0.6698967761973122,moderate,low_priority,no_action,True,20,4921,3.6,0.14
content_3e260353aa82,client_19581e27de,0.6698929192197989,moderate,low_priority,no_action,True,20,4422,8.5,0.14
content_29972d9551a0,client_bbb965ab0c,0.6698631882587449,moderate,low_priority,no_action,True,20,444,20.7,0.0
content_0d3d50408de1,client_bbb965ab0c,0.6698618644992794,moderate,low_priority,no_action,True,20,433,34.3,0.23
content_40cad916de90,client_3fdba35f04,0.6698541696393268,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1183,19.3,0.59
content_cc6b393d7bca,client_6208ef0f77,0.6698519108702077,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,4793,47.8,0.06
content_dabcd9af13de,client_6208ef0f77,0.6698508178501571,moderate,low_priority,no_action,True,20,4246,47.3,0.02
content_be9b17978053,client_bbb965ab0c,0.6698394167188796,moderate,low_priority,no_action,True,15,183,12.3,0.0
content_ad3389beec5f,client_19581e27de,0.6698388975836655,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,607,13.0,0.16
content_1aa08950fe0d,client_8527a891e2,0.6698337214802298,moderate,low_priority,no_action,False,8,35,9.8,0.0
content_edce697ea249,client_bbb965ab0c,0.6698103600994557,moderate,low_priority,no_action,True,20,433,18.8,0.23
content_33263b66aacf,client_19581e27de,0.6698060145750392,moderate,low_priority,no_action,True,20,5864,6.9,0.05
content_4a5d8a95e5f7,client_3fdba35f04,0.6697992058825576,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,5158,5.4,0.52
content_d6753dcbee84,client_19581e27de,0.6697851416818356,moderate,low_priority,no_action,True,20,2897,2.3,0.14
content_5a79f3cca749,client_6208ef0f77,0.6697825273726443,moderate,low_priority,no_action,True,20,3376,26.7,0.24
content_69b845b4ecce,client_f369cb89fc,0.6697825273726443,moderate,low_priority,no_action,False,20,1651,25.5,0.24
content_29ffa7b58884,client_8527a891e2,0.6697763882029132,moderate,low_priority,no_action,False,104,149,21.3,0.67
content_3e8fe430800d,client_6208ef0f77,0.6697576409052155,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1120,10.4,0.0
content_8dde787b79ef,client_6208ef0f77,0.6697514181964463,moderate,low_priority,no_action,True,20,1789,13.6,0.17
content_238cdd85cbc9,client_f369cb89fc,0.6697410224080553,moderate,low_priority,no_action,False,20,126,5.9,0.0
content_8c37a11fbbc3,client_f369cb89fc,0.669739343835186,moderate,low_priority,no_action,False,8,91,10.3,0.0
content_d02976f63873,client_6208ef0f77,0.6697254108888564,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,14868,28.7,0.07
content_896dbebc0df1,client_6208ef0f77,0.6697161052407369,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2611,19.4,0.04
content_defc8dc6e357,client_349c41201b,0.669712201515299,moderate,low_priority,no_action,True,8,636,14.3,0.0
content_428042ca89f2,client_6208ef0f77,0.6697067720613639,moderate,low_priority,no_action,True,20,847,24.8,0.24
content_a2714c18d152,client_6208ef0f77,0.6697050473127573,moderate,low_priority,no_action,True,20,4367,6.4,0.02
content_1892fc1b06f2,client_f369cb89fc,0.669694442824204,moderate,low_priority,no_action,False,20,101,9.6,0.0
content_cf80be61ebaf,client_6208ef0f77,0.6696914475499072,moderate,low_priority,no_action,True,104,50,34.6,0.0
content_3b3a177aa66a,client_3fdba35f04,0.6696853741517075,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,528,20.4,0.0
content_6bdb0c349693,client_a88a7902cb,0.6696837253764178,moderate,low_priority,no_action,True,20,1650,20.8,0.24
content_e55b8ab078b0,client_f74efabef1,0.6696778967710137,moderate,low_priority,no_action,True,20,369,21.8,0.0
content_0a30552c5010,client_349c41201b,0.6696731970011003,moderate,low_priority,no_action,True,20,4751,30.8,0.23
content_819fd8821255,client_349c41201b,0.6696721561029126,moderate,low_priority,no_action,True,8,908,18.0,0.0
content_c786af2182a2,client_3fdba35f04,0.6696696556395366,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1879,10.6,0.21
content_6209725f9b57,client_19581e27de,0.6696653153856805,moderate,low_priority,no_action,True,20,5001,7.2,0.06
content_b85084302cd6,client_6208ef0f77,0.6696645032788967,moderate,low_priority,no_action,True,104,236,8.6,0.0
content_e3055c8ca910,client_4e07408562,0.6696608883577965,moderate,low_priority,no_action,False,7,1960,23.8,0.05
content_9bf359248199,client_4e07408562,0.6696608883577965,moderate,low_priority,no_action,False,7,2051,28.2,0.05
content_2950a7746afa,client_19581e27de,0.6696554370410022,moderate,low_priority,no_action,True,20,911,5.9,0.11
content_e594d56fe172,client_6208ef0f77,0.6696554370410022,moderate,low_priority,no_action,True,20,916,5.8,0.11
content_e7eb94e121b9,client_6208ef0f77,0.6696423543750203,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,650,15.6,0.0
content_8c8ce516a245,client_349c41201b,0.6696334895889184,moderate,low_priority,no_action,True,20,1493,26.7,0.07
content_1fc577d0a2a2,client_7f2253d7e2,0.669587814557616,moderate,low_priority,no_action,True,20,7956,29.3,0.03
content_bf74af5baf71,client_a88a7902cb,0.6695871262859697,moderate,low_priority,no_action,True,28,95,22.2,0.0
content_153ef109c6d9,client_19581e27de,0.6695732416729959,moderate,low_priority,no_action,True,20,1429,7.8,0.14
content_70e80d66f0b0,client_f369cb89fc,0.6695690045190029,moderate,low_priority,no_action,False,8,637,5.2,0.0
content_dc68474012fd,client_6208ef0f77,0.6695683655933193,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,784,32.7,0.0
content_c2a3a4d575c1,client_f74efabef1,0.6695572517891487,moderate,low_priority,no_action,True,8,470,36.3,0.21
content_1959f313d533,client_7f2253d7e2,0.6695422256269805,moderate,low_priority,no_action,True,20,1012,13.7,0.1
content_ff4c5237c8df,client_a88a7902cb,0.66952592499151,moderate,low_priority,no_action,True,28,1946,12.9,0.05
content_4f241bad48a3,client_6208ef0f77,0.6695048584765139,moderate,low_priority,no_action,True,236,285,19.1,0.0
content_a01f762e7bee,client_6208ef0f77,0.6694940753506705,moderate,low_priority,no_action,True,104,67,4.7,0.0
content_9c19e18e4b83,client_6208ef0f77,0.6694681443459317,moderate,low_priority,no_action,True,8,2269,25.2,0.22
content_91c3bd9ffc04,client_19581e27de,0.6694636204205742,moderate,low_priority,no_action,True,20,2462,9.6,0.16
content_c4dd39ade13b,client_6208ef0f77,0.6694587467245838,moderate,low_priority,no_action,True,20,5500,47.0,0.0
content_2743da664b5b,client_349c41201b,0.669452084295819,moderate,low_priority,no_action,True,20,1195,27.6,0.0
content_dad8785f4d81,client_7f2253d7e2,0.6694366458976356,moderate,low_priority,no_action,True,20,2142,4.7,0.19
content_9a435016cf37,client_6208ef0f77,0.669435710497952,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2878,37.5,0.1
content_36463ce6c065,client_6208ef0f77,0.6694242933924618,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,2008,23.8,0.2
content_ed9c66725ca2,client_f74efabef1,0.6694229998773114,moderate,low_priority,no_action,True,20,6928,9.7,0.07
content_5ad1816ed293,client_3fdba35f04,0.6693826570647498,moderate,low_priority,no_action,True,41,799,12.3,0.25
content_21199c1a8100,client_a88a7902cb,0.6693777052266738,moderate,low_priority,no_action,True,20,1249,26.8,0.24
content_b19bf21135ac,client_bbb965ab0c,0.6693668350692952,moderate,low_priority,no_action,True,15,3744,20.9,0.13
content_a632e7e1e1ba,client_349c41201b,0.6693654362302518,moderate,low_priority,no_action,True,20,7197,30.8,0.24
content_4340e8d66f85,client_8722616204,0.669360775265785,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,True,104,1653,16.5,0.24
content_4d6bf36804ac,client_19581e27de,0.6693606621464154,moderate,low_priority,no_action,True,20,3455,10.1,0.2
content_cf01d88fa7e3,client_8527a891e2,0.6693522273062283,moderate,low_priority,no_action,False,104,197,6.4,0.0
content_9dded58433d1,client_bbb965ab0c,0.6693486524571968,moderate,low_priority,no_action,True,20,131,21.4,0.0
content_424ff4ad540a,client_f369cb89fc,0.6693165893710109,moderate,low_priority,no_action,False,20,90,4.6,0.0
content_fb4bf6555c79,client_6208ef0f77,0.669309925322285,moderate,low_priority,no_action,True,104,84093,45.6,0.0
content_4e1fa0141e14,client_3fdba35f04,0.6693049695034148,moderate,low_priority,no_action,True,26,8667,13.4,0.06
content_bb3d21795957,client_6208ef0f77,0.6692969662923733,moderate,low_priority,no_action,True,20,1692,44.7,0.0
content_9d51deb50c52,client_bbb965ab0c,0.6692936554766787,moderate,low_priority,no_action,True,20,415,14.1,0.24
content_5af97d67f913,client_7f2253d7e2,0.6692928845233994,moderate,low_priority,no_action,True,20,9954,5.2,0.07
content_5cc07627e7af,client_bbb965ab0c,0.6692813092218397,moderate,low_priority,no_action,True,15,2022,22.5,0.1
content_ae51d0aef898,client_6208ef0f77,0.6692674429321703,moderate,low_priority,no_action,True,104,108,11.8,0.0
content_dc2d89eb23d3,client_8527a891e2,0.6692665600708536,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,483,31.0,0.0
content_53ca739ee456,client_349c41201b,0.669264906216751,moderate,low_priority,no_action,True,20,1720,5.2,0.17
content_fd1c9be3a841,client_8527a891e2,0.669257851383897,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,102,315,27.6,0.63
content_2bb91729e4e1,client_7f2253d7e2,0.6692285919052966,moderate,low_priority,no_action,True,20,9811,21.8,0.07
content_5d8c170cb2ee,client_349c41201b,0.6692221290559277,moderate,low_priority,no_action,True,8,256,33.3,0.0
content_6895e9b8a03d,client_4e07408562,0.6692087871992055,moderate,stale_visible_moderate_model_risk,review_for_refresh_secondary,False,104,3904,39.6,0.03
content_39dbf0817270,client_19581e27de,0.6692004770792802,moderate,low_priority,no_action,True,20,3755,1.3,0.05
content_8c9c21c6f817,client_19581e27de,0.6692004128484242,moderate,low_priority,no_action,True,20,3785,7.7,0.13
content_efce5533859f,client_f74efabef1,0.6692003983610648,moderate,low_priority,no_action,True,8,2619,9.1,0.08
